gene,mean_effect,n_lines,lineage
MYH3,-0.1206,1208,all
MYH4,0.0201,1208,all
MYH6,-0.0831,1208,all
MYH7,-0.0098,1208,all
MYH8,0.0038,1208,all
MYH9,-0.5525,1208,all
MYL1,0.0964,1208,all
MYL10,0.1357,1208,all
MYL11,-0.063,1208,all
MYL12A,-0.0689,1208,all
MYL12B,0.0289,1208,all
MYL2,-0.0772,1208,all
MYL3,-0.089,1208,all
MYL4,-0.1427,1208,all
MYL5,0.0824,1208,all
MYL6,-0.1176,1208,all
MYL6B,-0.1418,1208,all
MYL7,-0.1275,1208,all
MYL9,-0.1267,1208,all
MYLIP,0.0736,1208,all
MYLK,0.0953,1208,all
MYLK2,-0.1957,1208,all
MYLK3,0.0621,1208,all
MYLK4,0.0913,1208,all
MYMK,0.037,1208,all
MYMX,0.1575,70,all
MYNN,-0.0209,1208,all
MYO10,-0.0529,1208,all
MYO15A,-0.196,1208,all
MYO15B,0.0998,70,all
MYO16,0.0733,1208,all
MYO18A,-0.2791,1208,all
MYO18B,0.0174,1208,all
MYO19,-0.0787,1208,all
MYO1A,-0.1502,1208,all
MYO1B,0.0019,1208,all
MYO1C,-0.032,1208,all
MYO1D,-0.0279,1208,all
MYO1E,-0.0136,1208,all
MYO1F,-0.1301,1208,all
MYO1G,-0.0838,1208,all
MYO1H,-0.3141,1208,all
MYO3A,0.1119,1208,all
MYO3B,-0.1351,1208,all
MYO5A,0.0289,1208,all
MYO5B,0.0566,1208,all
MYO5C,0.0101,1208,all
MYO6,-0.0491,1208,all
MYO7A,-0.1159,1208,all
MYO7B,-0.0758,1208,all
MYO9A,-0.0321,1208,all
MYO9B,-0.176,1208,all
MYOC,0.0245,1208,all
MYOCD,0.0991,1208,all
MYOCOS,0.2092,70,all
MYOD1,-0.0322,1208,all
MYOF,0.0441,1208,all
MYOG,0.0259,1208,all
MYOM1,0.0901,1208,all
MYOM2,0.0318,1208,all
MYOM3,-0.089,1208,all
MYORG,0.2468,77,all
MYOT,-0.0017,1208,all
MYOZ1,-0.0127,1208,all
MYOZ2,0.0211,1208,all
MYOZ3,0.1226,1208,all
MYPN,0.0363,1208,all
MYPOP,-0.0912,1208,all
MYRF,-0.1279,1208,all
MYRFL,-0.0876,73,all
MYRIP,0.0185,1208,all
MYSM1,-0.1149,1208,all
MYT1,-0.0577,1208,all
MYT1L,-0.126,1208,all
MYZAP,-0.0257,1208,all
MZB1,-0.0511,1208,all
MZF1,-0.3352,1208,all
MZT1,-0.8125,1208,all
MZT2A,-0.3889,1047,all
MZT2B,-0.2254,1047,all
N4BP1,0.0542,1208,all
N4BP2,-0.0017,1208,all
N4BP2L1,-0.0426,1208,all
N4BP2L2,0.0311,1208,all
N4BP3,0.1297,1208,all
NAA10,-1.4563,1208,all
NAA11,-0.0009,1208,all
NAA15,-1.1669,1208,all
NAA16,-0.0898,1208,all
NAA20,-0.7716,1208,all
NAA25,-0.683,1208,all
NAA30,-0.2991,1208,all
NAA35,-0.5195,1208,all
NAA38,-0.185,1208,all
NAA40,-0.233,1208,all
NAA50,-1.6443,1208,all
NAA60,-0.008,1208,all
NAA80,-0.0405,1208,all
NAAA,-0.0407,1208,all
NAALAD2,0.0801,1208,all
NAALADL1,-0.1752,1208,all
NAALADL2,0.1818,1208,all
NAB1,0.0537,1208,all
NAB2,-0.0775,1208,all
NABP1,0.064,1208,all
NABP2,-0.1571,1208,all
NACA,-1.3423,1208,all
NACA2,-0.2763,1208,all
NACAD,-0.0118,1208,all
NACC1,-0.1548,1208,all
NACC2,-0.024,1208,all
NADK,-0.0397,1208,all
NADK2,0.0979,1208,all
NADSYN1,-0.0336,1208,all
NAE1,-0.8636,1208,all
NAF1,-0.445,1208,all
NAGA,0.0144,1208,all
NAGK,-0.0221,1208,all
NAGLU,-0.3057,1208,all
NAGPA,-0.1458,1208,all
NAGS,0.017,1208,all
NAIF1,-0.0361,1208,all
NAIP,-0.4654,77,all
NALCN,0.0962,1208,all
NALF1,0.0807,1208,all
NALF2,0.0745,1208,all
NAMPT,-0.4965,1208,all
NANOG,0.1987,380,all
NANOGNB,0.037,1208,all
NANOS1,-0.0315,1208,all
NANOS2,-0.0004,1208,all
NANOS3,-0.1165,1208,all
NANP,-0.0629,1208,all
NANS,0.0136,1208,all
NAP1L1,-0.067,1208,all
NAP1L2,0.1585,1208,all
NAP1L3,0.0596,1208,all
NAP1L4,-0.0805,1208,all
NAP1L5,-0.0071,1208,all
NAPA,-1.2092,1208,all
NAPB,0.1791,1208,all
NAPEPLD,0.109,1208,all
NAPG,-0.7778,1208,all
NAPRT,-0.145,1208,all
NAPSA,-0.0375,1208,all
NARF,-0.0396,1208,all
NARS1,-1.875,1208,all
NARS2,-0.3138,1208,all
NASP,-0.4634,1208,all
NAT1,0.0653,1208,all
NAT10,-1.1774,1208,all
NAT14,-0.0236,1208,all
NAT16,-0.0589,1208,all
NAT2,0.0642,1208,all
NAT8,-0.1235,1208,all
NAT8L,-0.0082,1208,all
NAT9,-0.0382,1208,all
NAV1,-0.2144,1208,all
NAV2,-0.0497,1208,all
NAV3,-0.0153,1208,all
NAXD,0.0361,1208,all
NAXE,-0.1004,1208,all
NBAS,-0.5748,1208,all
NBDY,0.1186,70,all
NBEA,0.0343,1208,all
NBEAL1,-0.1985,1208,all
NBEAL2,0.0025,1208,all
NBL1,-0.1246,1208,all
NBN,-0.0474,1208,all
NBPF3,-0.1802,1208,all
NBR1,-0.0774,1208,all
NCALD,-0.0624,1208,all
NCAM1,0.2326,77,all
NCAM2,0.0751,1208,all
NCAN,-0.0976,1208,all
NCAPD2,-1.2429,1208,all
NCAPD3,-0.9233,1208,all
NCAPG,-1.8244,1208,all
NCAPG2,-0.9919,1208,all
NCAPH,-0.9183,1208,all
NCAPH2,-0.8562,1208,all
NCBP1,-1.4361,1208,all
NCBP2,-2.1593,1208,all
NCBP2AS2,0.2499,70,all
NCBP2L,0.2671,73,all
NCBP3,0.0037,1208,all
NCCRP1,-0.0871,1208,all
NCDN,-0.1795,1208,all
NCEH1,0.043,1208,all
NCF1,0.0183,1090,all
NCF2,0.0707,1208,all
NCF4,0.0414,1208,all
NCK1,0.0013,1208,all
NCK2,-0.0092,1208,all
NCKAP1,-0.5053,1208,all
NCKAP1L,-0.1496,1208,all
NCKAP5,0.044,1208,all
NCKAP5L,-0.0795,1208,all
NCKIPSD,-0.0667,1208,all
NCL,-0.7852,1208,all
NCLN,-0.1179,1208,all
NCMAP,-0.0743,1208,all
NCOA1,-0.1001,1208,all
NCOA2,0.0691,1208,all
NCOA3,-0.0627,1208,all
NCOA4,-0.4492,1208,all
NCOA5,-0.1573,1208,all
NCOA6,-0.2015,1208,all
NCOA7,0.1228,1208,all
NCOR1,-0.135,1208,all
NCOR2,-0.0922,1208,all
NCR1,0.0108,1208,all
NCR2,-0.1601,1208,all
NCR3,-0.0228,1208,all
NCR3LG1,-0.0762,1208,all
NCS1,0.0241,1208,all
NCSTN,-0.0696,1208,all
NDC1,-0.629,1208,all
NDC80,-1.3868,1208,all
NDE1,-0.5056,1208,all
NDEL1,-0.0684,1208,all
NDFIP1,0.0283,1208,all
NDFIP2,0.0219,1208,all
NDN,-0.0509,1208,all
NDNF,0.0591,1208,all
NDOR1,-0.9162,1208,all
NDP,-0.0172,1208,all
NDRG1,0.0997,1208,all
NDRG2,-0.0887,1208,all
NDRG3,-0.036,1208,all
NDRG4,-0.0206,1208,all
NDST1,-0.0221,1208,all
NDST2,-0.0558,1208,all
NDST3,0.0837,1208,all
NDST4,0.1081,1208,all
NDUFA1,-0.3047,1208,all
NDUFA10,-0.313,1208,all
NDUFA11,-0.5688,1208,all
NDUFA12,-0.1048,1208,all
NDUFA13,-0.3702,1208,all
NDUFA2,-0.4939,1208,all
NDUFA3,-0.262,1208,all
NDUFA4,-0.4709,1208,all
NDUFA4L2,-0.2123,1208,all
NDUFA5,-0.3524,1208,all
NDUFA6,-0.5338,1208,all
NDUFA7,-0.1277,1208,all
NDUFA8,-0.5338,1208,all
NDUFA9,-0.3439,1208,all
NDUFAB1,-0.7477,1208,all
NDUFAF1,-0.4594,1208,all
NDUFAF2,-0.192,1208,all
NDUFAF3,-0.3969,1208,all
NDUFAF4,-0.3343,1208,all
NDUFAF5,-0.2149,1208,all
NDUFAF6,-0.1659,1208,all
NDUFAF7,-0.3604,1208,all
NDUFAF8,-0.6322,1208,all
NDUFB1,-0.766,382,all
NDUFB10,-0.6125,1208,all
NDUFB11,-0.3345,1208,all
NDUFB2,-0.2861,1208,all
NDUFB3,-0.5791,1208,all
NDUFB4,-0.5691,1208,all
NDUFB5,-0.2748,1208,all
NDUFB6,-0.472,1208,all
NDUFB7,-0.524,1208,all
NDUFB8,-0.4665,1208,all
NDUFB9,-0.5417,1208,all
NDUFC1,-0.2742,1208,all
NDUFC2,-0.4245,1208,all
NDUFS1,-0.4575,1208,all
NDUFS2,-0.4759,1208,all
NDUFS3,-0.3434,1208,all
NDUFS4,-0.1175,1208,all
NDUFS5,-0.7146,1208,all
NDUFS6,-0.0243,1208,all
NDUFS7,-0.2901,1208,all
NDUFS8,-0.515,1208,all
NDUFV1,-0.3439,1208,all
NDUFV2,-0.312,1208,all
NDUFV3,0.0207,1208,all
NEB,0.0888,1208,all
NEBL,0.0844,1208,all
NECAB1,0.0878,1208,all
NECAB2,0.1005,1208,all
NECAB3,0.0001,1208,all
NECAP1,-0.049,1208,all
NECAP2,-0.0786,1208,all
NECTIN1,0.0194,1208,all
NECTIN2,-0.0359,1208,all
NECTIN3,0.1402,1208,all
NECTIN4,-0.1143,1208,all
NEDD1,-1.865,1208,all
NEDD4,0.0429,1208,all
NEDD4L,0.0494,1208,all
NEDD8,-1.8365,1208,all
NEDD9,-0.0035,1208,all
NEFH,-0.0177,1208,all
NEFL,0.319,74,all
NEFM,0.0851,1208,all
NEGR1,0.0056,1208,all
NEIL1,-0.0296,1208,all
NEIL2,0.061,1208,all
NEIL3,0.1462,1208,all
NEK1,-0.0952,1208,all
NEK10,-0.0587,1208,all
NEK11,0.078,1208,all
NEK2,0.0349,1208,all
NEK3,0.0951,1208,all
NEK4,-0.0542,1208,all
NEK5,-0.0395,1208,all
NEK6,-0.1127,1208,all
NEK7,-0.0538,1208,all
NEK8,-0.0674,1208,all
NEK9,-0.0256,1208,all
NELFA,-1.0384,1208,all
NELFB,-1.4051,1208,all
NELFCD,-0.6208,1208,all
NELFE,-0.4482,1208,all
NELL1,0.2019,1208,all
NELL2,-0.0859,1208,all
NEMF,-0.2477,1208,all
NEMP1,-0.0137,1208,all
NEMP2,-0.0329,1208,all
NENF,-0.0266,1208,all
NEO1,-0.0485,1208,all
NES,-0.0959,1208,all
NET1,-0.0018,1208,all
NETO1,0.0753,1208,all
NETO2,0.0268,1208,all
NEU1,-0.0854,1208,all
NEU2,-0.1169,1208,all
NEU3,-0.0571,1208,all
NEU4,0.1029,1208,all
NEURL1,-0.0081,1208,all
NEURL1B,-0.0093,1208,all
NEURL2,0.0213,1208,all
NEURL3,0.1303,74,all
NEURL4,-0.0602,1208,all
NEUROD1,0.0572,1208,all
NEUROD2,-0.1144,1208,all
NEUROD4,0.1286,1208,all
NEUROD6,0.0832,1208,all
NEUROG1,-0.0287,1208,all
NEUROG2,0.0863,1208,all
NEUROG3,-0.1709,1208,all
NEXMIF,-0.0381,1208,all
NEXN,-0.0202,1208,all
NF1,0.0316,1208,all
NF2,0.2587,1208,all
NFAM1,0.1323,1208,all
NFASC,-0.0108,1208,all
NFAT5,-0.0526,1208,all
NFATC1,0.0931,1208,all
NFATC2,0.0353,1208,all
NFATC2IP,-0.3901,1208,all
NFATC3,-0.0871,1208,all
NFATC4,-0.0195,1208,all
NFE2,-0.1548,1208,all
NFE2L1,-0.144,1208,all
NFE2L2,-0.2599,1208,all
NFE2L3,-0.3726,1208,all
NFIA,-0.0845,1208,all
NFIB,0.024,1208,all
NFIC,0.0039,1208,all
NFIL3,-0.0261,1208,all
NFILZ,0.2014,70,all
NFIX,0.0428,1208,all
NFKB1,0.0249,1208,all
NFKB2,-0.1622,1208,all
NFKBIA,-0.1247,1208,all
NFKBIB,-0.171,1208,all
NFKBID,-0.0585,1208,all
NFKBIE,-0.4192,1208,all
NFKBIL1,0.0792,1208,all
NFKBIZ,0.0544,1208,all
NFRKB,-0.4677,1208,all
NFS1,-1.6429,1208,all
NFU1,-0.2476,1208,all
NFX1,-0.0079,1208,all
NFXL1,0.1219,1208,all
NFYA,-0.2863,1208,all
NFYB,-0.6859,1208,all
NFYC,-0.8875,1208,all
NGB,0.0279,1208,all
NGDN,-0.4708,1208,all
NGEF,0.0315,1208,all
NGF,-0.1101,1208,all
NGFR,-0.2354,1208,all
NGLY1,-0.2222,1208,all
NGRN,-0.2784,1208,all
NHEJ1,-0.1296,1208,all
NHERF1,-0.0856,1208,all
NHERF2,-0.0119,1208,all
NHERF4,-0.1058,1208,all
NHLH1,0.1237,1208,all
NHLH2,-0.0145,1208,all
NHLRC1,-0.0668,1208,all
NHLRC2,-0.8229,1208,all
NHLRC3,-0.0603,1208,all
NHLRC4,0.0374,1208,all
NHP2,-0.8011,1208,all
NHS,-0.0495,1208,all
NHSL1,0.017,1208,all
NHSL2,-0.0447,77,all
NHSL3,-0.037,1208,all
NIBAN1,-0.0581,1208,all
NIBAN2,-0.034,1208,all
NIBAN3,0.0009,1208,all
NICN1,0.0234,1208,all
NICOL1,0.023,1208,all
NID1,-0.0615,1208,all
NID2,0.0599,1208,all
NIF3L1,-0.0769,1208,all
NIFK,-1.626,1208,all
NIM1K,0.014,1208,all
NIN,0.0425,1208,all
NINJ1,-0.0169,1208,all
NINJ2,0.02,1208,all
NINL,0.1243,1208,all
NIP7,-2.1993,1208,all
NIPA1,0.0538,1208,all
NIPA2,-0.1795,1208,all
NIPAL1,0.0231,1208,all
NIPAL2,-0.1884,1208,all
NIPAL3,0.0826,1208,all
NIPAL4,0.1281,1208,all
NIPBL,-0.3251,1208,all
NIPSNAP1,-0.0747,1208,all
NIPSNAP2,0.0425,1208,all
NIPSNAP3A,0.0532,1208,all
NIPSNAP3B,-0.0744,1208,all
NISCH,-0.3504,1208,all
NIT1,-0.0123,1208,all
NIT2,-0.0922,1208,all
NKAIN1,0.0157,1208,all
NKAIN2,0.0717,1208,all
NKAIN3,0.1852,383,all
NKAIN4,0.0474,1208,all
NKAP,-1.1714,1208,all
NKAPD1,-0.4063,1208,all
NKAPL,-0.0748,1208,all
NKD1,0.1283,1208,all
NKD2,0.0332,1208,all
NKG7,0.1267,1208,all
NKIRAS1,0.0463,1208,all
NKIRAS2,0.061,1208,all
NKTR,-0.0164,1208,all
NKX1-1,0.1404,77,all
NKX1-2,-0.0801,1208,all
NKX2-1,-0.0191,1208,all
NKX2-2,0.1632,1208,all
NKX2-3,-0.0606,1208,all
NKX2-4,-0.0065,1208,all
NKX2-5,-0.163,1208,all
NKX2-8,0.0054,1208,all
NKX3-1,0.0357,1208,all
NKX3-2,0.0977,1208,all
NKX6-1,0.102,1208,all
NKX6-2,0.0615,1208,all
NKX6-3,-0.0371,1208,all
NLE1,-1.0453,1208,all
NLGN1,-0.0079,1208,all
NLGN2,-0.06,1208,all
NLGN3,-0.0259,1208,all
NLGN4X,0.1113,1208,all
NLGN4Y,0.4714,381,all
NLK,0.2043,1208,all
NLN,0.0462,1208,all
NLRC3,0.1561,74,all
NLRC4,0.1159,1208,all
NLRC5,-0.0713,1208,all
NLRP1,0.0218,1208,all
NLRP10,0.0633,1208,all
NLRP11,-0.0031,1208,all
NLRP12,0.0962,1208,all
NLRP13,-0.0957,1208,all
NLRP14,0.1954,1208,all
NLRP2,0.0171,1208,all
NLRP2B,0.0748,70,all
NLRP3,0.0517,1208,all
NLRP4,0.0224,1208,all
NLRP5,-0.004,1208,all
NLRP6,0.0311,1208,all
NLRP7,0.0416,1208,all
NLRP8,0.075,1208,all
NLRP9,0.0635,1208,all
NLRX1,0.0057,1208,all
NMB,0.0543,1208,all
NMBR,0.0531,1208,all
NMD3,-1.1265,1208,all
NME1,-0.1445,1208,all
NME2,-0.3974,1208,all
NME3,-0.0874,1208,all
NME4,-0.0404,1208,all
NME5,-0.1578,1208,all
NME6,-0.2105,1208,all
NME7,0.0925,1208,all
NME8,-0.0372,1208,all
NME9,0.0043,1208,all
NMI,-0.0179,1208,all
NMNAT1,-0.4228,1208,all
NMNAT2,-0.0214,1208,all
NMNAT3,-0.0533,1208,all
NMRAL1,-0.1124,1208,all
NMRK1,0.0606,1208,all
NMRK2,-0.0565,1208,all
NMS,-0.1084,1208,all
NMT1,-0.7144,1208,all
NMT2,0.1875,1208,all
NMU,-0.0188,1208,all
NMUR1,-0.0137,1208,all
NMUR2,0.0568,1208,all
NNAT,0.0048,1208,all
NNMT,0.0865,1208,all
NNT,-0.0221,1208,all
NOA1,-0.3196,1208,all
NOB1,-1.1002,1208,all
NOBOX,0.0622,77,all
NOC2L,-0.7126,1208,all
NOC3L,-1.0383,1208,all
NOC4L,-1.14,1208,all
NOCT,-0.1728,1208,all
NOD1,-0.0967,1208,all
NOD2,0.1064,1208,all
NODAL,-0.0713,1208,all
NOG,-0.0203,1208,all
NOL10,-1.3987,1208,all
NOL11,-0.4944,1208,all
NOL12,-0.6455,1208,all
NOL3,-0.1002,1208,all
NOL4,0.0557,1208,all
NOL4L,-0.0699,1208,all
NOL6,-1.1687,1208,all
NOL7,-0.7161,1208,all
NOL8,-0.7969,1208,all
NOL9,-1.1384,1208,all
NOLC1,-0.581,1208,all
NOM1,-0.7022,1208,all
NOMO1,0.0574,1047,all
NOMO2,-0.0359,1165,all
NONO,-0.2495,1208,all
NOP10,-0.9927,1208,all
NOP14,-1.0391,1208,all
NOP16,-1.3476,1208,all
NOP2,-1.2432,1208,all
NOP53,-0.6551,1208,all
NOP56,-1.406,1208,all
NOP58,-1.7703,1208,all
NOP9,-0.9458,1208,all
NOPCHAP1,-0.5999,1208,all
NOS1,-0.0906,1208,all
NOS1AP,-0.2543,1208,all
NOS2,0.0015,1208,all
NOS3,-0.0024,1208,all
NOSIP,-0.2218,1208,all
NOSTRIN,-0.0575,1208,all
NOTCH1,-0.0041,1208,all
NOTCH2,-0.0493,1208,all
NOTCH3,-0.0565,1208,all
NOTCH4,-0.0137,1208,all
NOTO,-0.1852,1208,all
NOTUM,-0.0538,1208,all
NOVA1,0.0222,1208,all
NOVA2,0.1394,1208,all
NOX1,-0.0662,1208,all
NOX3,0.0895,1208,all
NOX4,-0.0104,1208,all
NOX5,0.0093,1208,all
NOXA1,-0.0321,1208,all
NOXO1,-0.0944,1208,all
NOXRED1,0.0227,1208,all
NPAP1,0.0337,1208,all
NPAS1,-0.0137,1208,all
NPAS2,0.0834,1208,all
NPAS3,-0.096,1208,all
NPAS4,-0.1841,1208,all
NPAT,-0.825,1208,all
NPB,-0.3472,1208,all
NPBWR1,-0.0049,1208,all
NPBWR2,-0.1335,1208,all
NPC1,-0.0547,1208,all
NPC1L1,-0.2178,1208,all
NPC2,0.0037,1208,all
NPDC1,-0.0433,1208,all
NPEPL1,0.0521,1208,all
NPEPPS,-0.5521,1208,all
NPFF,-0.0808,1208,all
NPFFR1,-0.0259,1208,all
NPFFR2,0.1087,1208,all
NPHP1,-0.0723,1208,all
NPHP3,0.019,1208,all
NPHP4,-0.1055,1208,all
NPHS1,-0.1446,1208,all
NPHS2,-0.1297,1208,all
NPIPB11,0.1801,70,all
NPL,-0.112,1208,all
NPLOC4,-1.3807,1208,all
NPM1,-0.9209,380,all
NPM2,0.0624,1208,all
NPM3,-0.2758,1208,all
NPNT,0.0194,1208,all
NPPA,-0.0005,1208,all
NPPB,0.1012,1208,all
NPPC,-0.1032,1208,all
NPR1,-0.031,1208,all
NPR2,-0.1123,1208,all
NPR3,0.1111,1208,all
NPRL2,0.0252,1208,all
NPRL3,0.1305,74,all
NPS,0.1703,1208,all
NPSR1,0.1331,1208,all
NPTN,0.0152,1208,all
NPTX1,-0.0786,1208,all
NPTX2,0.0679,1208,all
NPTXR,-0.0043,1208,all
NPVF,0.085,1208,all
NPW,-0.0934,1208,all
NPY,-0.0832,1208,all
NPY1R,0.0237,1208,all
NPY2R,0.1594,1208,all
NPY5R,0.0965,1208,all
NQO1,-0.0779,1208,all
NQO2,0.1507,1208,all
NR0B1,0.015,1208,all
NR0B2,-0.2037,1208,all
NR1D1,-0.0426,1208,all
NR1D2,0.0435,1208,all
NR1H2,0.0987,1208,all
NR1H3,0.0502,1208,all
NR1H4,-0.0904,1208,all
NR1I2,0.0251,1208,all
NR1I3,-0.0428,1208,all
NR2C1,-0.1495,1208,all
NR2C2,-0.096,1208,all
NR2C2AP,-0.4828,1208,all
NR2E1,-0.0051,1208,all
NR2E3,-0.0754,74,all
NR2F1,0.0352,1208,all
NR2F2,0.0785,1208,all
NR2F6,-0.057,1208,all
NR3C1,-0.0075,1208,all
NR3C2,0.0424,1208,all
NR4A1,-0.0893,1208,all
NR4A2,-0.0563,1208,all
NR4A3,0.0324,1208,all
NR5A1,-0.1191,1208,all
NR5A2,-0.0381,1208,all
NR6A1,-0.0803,1208,all
NRAP,0.0647,1208,all
NRARP,-0.0877,1208,all
NRAS,-0.2207,1208,all
NRBF2,-0.3064,1208,all
NRBP1,-1.0215,1208,all
NRBP2,-0.0846,1208,all
NRCAM,0.0231,1208,all
NRDC,-0.2505,1208,all
NRDE2,-1.1771,1208,all
NREP,0.0613,1208,all
NRF1,-1.0808,1208,all
NRG1,0.193,1208,all
NRG2,-0.0481,1208,all
NRG3,0.0023,1208,all
NRG4,0.0543,1208,all
NRGN,0.0918,1208,all
NRIP1,0.1494,1208,all
NRIP2,0.0457,1208,all
NRIP3,-0.0093,1208,all
NRK,0.1243,1208,all
NRL,0.0181,1208,all
NRM,-0.0526,1208,all
NRN1,-0.0813,1208,all
NRN1L,-0.032,1208,all
NRP1,0.0912,1208,all
NRP2,0.0003,1208,all
NRROS,-0.0474,1208,all
NRSN1,0.0812,1208,all
NRSN2,0.0794,1208,all
NRTN,0.0264,1208,all
NRXN1,0.0312,1208,all
NRXN2,-0.0898,1208,all
NRXN3,0.053,1208,all
NSA2,-1.3445,1208,all
NSD1,-0.1219,1208,all
NSD2,-0.0565,1208,all
NSD3,0.0602,1208,all
NSDHL,0.0371,1208,all
NSF,-2.4417,1208,all
NSFL1C,-0.1674,1208,all
NSG1,0.0878,1208,all
NSG2,0.0881,1208,all
NSL1,-0.915,1208,all
NSMAF,-0.0565,1208,all
NSMCE1,-0.5656,1208,all
NSMCE2,-0.4696,1208,all
NSMCE3,-0.9488,1208,all
NSMCE4A,-0.382,1208,all
NSMF,-0.1394,1208,all
NSRP1,-0.3787,1208,all
NSUN2,0.0058,1208,all
NSUN3,-0.0783,1208,all
NSUN4,-0.4255,1208,all
NSUN5,-0.1439,1208,all
NSUN6,0.081,1208,all
NSUN7,-0.0099,1208,all
NT5C,-0.1683,1208,all
NT5C1A,-0.0282,1208,all
NT5C1B,0.0941,1208,all
NT5C2,0.0046,1208,all
NT5C3A,-0.1369,1208,all
NT5C3B,-0.2417,1208,all
NT5DC1,-0.062,1208,all
NT5DC2,-0.1549,1208,all
NT5DC3,0.0133,1208,all
NT5DC4,0.0656,73,all
NT5E,-0.0101,1208,all
NT5M,0.0008,1208,all
NTAN1,-0.1174,1208,all
NTAQ1,0.069,1208,all
NTF3,-0.1082,1208,all
NTF4,-0.1046,1208,all
NTHL1,-0.0331,1208,all
NTM,0.0642,1208,all
NTMT1,-0.1199,1208,all
NTMT2,-0.0806,1208,all
NTN1,-0.0881,1208,all
NTN3,0.1175,1208,all
NTN4,-0.0361,1208,all
NTN5,-0.0406,1208,all
NTNG1,0.0009,1208,all
NTNG2,-0.0046,1208,all
NTPCR,-0.0278,1208,all
NTRK1,-0.001,1208,all
NTRK2,0.1101,1208,all
NTRK3,0.0276,1208,all
NTS,0.0105,1208,all
NTSR1,0.1107,1208,all
NTSR2,-0.0522,1208,all
NUAK1,-0.028,1208,all
NUAK2,-0.0445,1208,all
NUB1,0.149,1208,all
NUBP1,-1.156,1208,all
NUBP2,-0.6419,1208,all
NUBPL,-0.2492,1208,all
NUCB1,-0.0127,1208,all
NUCB2,0.0697,1208,all
NUCKS1,-0.0099,1208,all
NUDC,-0.8766,1208,all
NUDCD1,-0.0209,1208,all
NUDCD2,-0.159,1208,all
NUDCD3,-0.5604,1208,all
NUDT1,0.0008,1208,all
NUDT10,-0.0899,1047,all
NUDT11,-0.0629,1090,all
NUDT12,-0.1242,1208,all
NUDT13,-0.0847,1208,all
NUDT14,-0.0298,1208,all
NUDT15,-0.0127,1208,all
NUDT16,0.011,1208,all
NUDT16L1,-0.3093,1208,all
NUDT17,-0.2426,1208,all
NUDT18,0.031,74,all
NUDT19,0.0305,1208,all
NUDT2,-0.0266,1208,all
NUDT21,-1.9394,1208,all
NUDT22,-0.1139,1208,all
NUDT3,-0.0522,1208,all
NUDT4,-0.0429,70,all
NUDT5,0.0875,1208,all
NUDT6,0.0452,1208,all
NUDT7,0.0403,1208,all
NUDT8,-0.1068,1208,all
NUDT9,0.1079,1208,all
NUF2,-1.6183,1208,all
NUFIP1,-0.6157,1208,all
NUFIP2,-0.1127,1208,all
NUGGC,0.0565,1208,all
NUMA1,-0.5096,1208,all
NUMB,-0.0632,1208,all
NUMBL,-0.0322,1208,all
NUP107,-0.8337,1208,all
NUP133,-1.5118,1208,all
NUP153,-0.6071,1208,all
NUP155,-0.9788,1208,all
NUP160,-0.952,1208,all
NUP188,-0.2233,1208,all
NUP205,-1.0729,1208,all
NUP210,-0.0316,1208,all
NUP210L,0.0033,1208,all
NUP214,-1.1187,1208,all
NUP35,-0.4811,1208,all
NUP37,-0.1865,1208,all
NUP42,-0.0645,1208,all
NUP43,-1.2276,1208,all
NUP50,-0.5568,1208,all
NUP54,-0.7641,1208,all
NUP58,-0.4295,1208,all
NUP62,-0.7375,1208,all
NUP62CL,0.1746,1208,all
NUP85,-1.6146,1208,all
NUP88,-1.3206,1208,all
NUP93,-1.7106,1208,all
NUP98,-0.8077,1208,all
NUPR1,0.0303,1208,all
NUPR2,-0.2283,1208,all
NUS1,-1.5906,1208,all
NUSAP1,-0.133,1208,all
NUTF2,-1.6563,1208,all
NUTM1,-0.0126,1208,all
NUTM2A,-0.3784,1047,all
NUTM2D,0.3001,70,all
NUTM2F,-0.0364,1047,all
NUTM2G,-0.0377,1165,all
NVL,-1.3504,1208,all
NWD1,-0.2307,1208,all
NWD2,-0.0436,1208,all
NXF1,-1.2637,1208,all
NXF3,0.0492,1208,all
NXN,-0.0111,1208,all
NXNL1,-0.0605,1208,all
NXNL2,-0.0976,1208,all
NXPE1,0.0741,1208,all
NXPE2,0.0159,1208,all
NXPE3,-0.0798,1208,all
NXPE4,0.0552,1208,all
NXPH1,0.1573,1208,all
NXPH2,0.0889,1208,all
NXPH3,-0.0067,1208,all
NXPH4,0.0548,1208,all
NXT1,-0.6155,1208,all
NXT2,0.0229,1208,all
NYAP1,-0.005,1208,all
NYAP2,0.0485,1208,all
NYNRIN,-0.0198,1208,all
NYX,-0.0169,1208,all
OAF,-0.0277,1208,all
OARD1,-0.0677,1208,all
OAS1,0.008,1208,all
OAS2,0.0063,1208,all
OAS3,-0.0533,1208,all
OASL,-0.036,1208,all
OAT,0.0216,1208,all
OAZ1,-0.1362,1208,all
OAZ2,-0.0044,1208,all
OAZ3,0.0175,1208,all
OBI1,-0.042,1208,all
OBP2A,0.1337,380,all
OBP2B,0.4419,74,all
OBSCN,0.1388,1208,all
OBSL1,-0.1735,1208,all
OC90,0.0498,1208,all
OCA2,-0.0527,1208,all
OCEL1,0.069,1208,all
OCIAD1,0.0154,1208,all
OCIAD2,0.0723,1208,all
OCLN,-0.1281,1208,all
