gene,mean_effect,n_lines,lineage
EVL,0.0308,1208,all
EVPL,-0.0209,1208,all
EVPLL,-0.0009,1208,all
EVX1,0.0642,1208,all
EVX2,0.0007,1208,all
EWSR1,-1.1573,1208,all
EXD1,-0.0106,1208,all
EXD2,0.1017,1208,all
EXD3,0.0673,1208,all
EXO1,-0.1294,1208,all
EXO5,-0.0299,1208,all
EXOC1,-0.5196,1208,all
EXOC1L,-0.0713,70,all
EXOC2,-0.3912,1208,all
EXOC3,-0.6249,1208,all
EXOC3L1,-0.0564,1208,all
EXOC3L2,0.0053,1208,all
EXOC3L4,-0.0134,1208,all
EXOC4,-0.4141,1208,all
EXOC5,-0.5098,1208,all
EXOC6,-0.0369,1208,all
EXOC6B,-0.077,1208,all
EXOC7,-0.3887,1208,all
EXOC8,-0.4084,1208,all
EXOG,-0.0178,1208,all
EXOSC1,-0.6192,1208,all
EXOSC10,-0.7083,1208,all
EXOSC2,-1.223,1208,all
EXOSC3,-1.0649,1208,all
EXOSC4,-1.4502,1208,all
EXOSC5,-0.7857,1208,all
EXOSC6,-1.5482,1208,all
EXOSC7,-0.8747,1208,all
EXOSC8,-1.3105,1208,all
EXOSC9,-0.7532,1208,all
EXPH5,0.0864,1208,all
EXT1,-0.2625,1208,all
EXT2,-0.226,1208,all
EXTL1,-0.1814,1208,all
EXTL2,-0.213,1208,all
EXTL3,-0.1677,1208,all
EYA1,0.1087,1208,all
EYA2,0.056,1208,all
EYA3,-0.1095,1208,all
EYA4,0.1198,1208,all
EYS,0.0665,1208,all
EZH1,-0.1343,1208,all
EZH2,-0.049,1208,all
EZHIP,0.1791,74,all
EZR,0.0231,1208,all
F10,0.118,1208,all
F11,0.0108,1208,all
F11R,-0.168,1208,all
F12,-0.0068,1208,all
F13A1,0.0812,1208,all
F13B,0.004,1208,all
F2,-0.1526,1208,all
F2R,-0.1091,1208,all
F2RL1,0.0607,1208,all
F2RL2,0.1035,1208,all
F2RL3,0.1324,1208,all
F3,-0.2159,1208,all
F5,0.0061,1208,all
F7,-0.0182,1208,all
F8,0.069,1208,all
F9,0.0416,1208,all
FA2H,-0.0489,1208,all
FAAH,-0.1415,1208,all
FAAH2,0.129,1208,all
FAAP100,-0.3318,1208,all
FAAP20,-0.3117,1208,all
FAAP24,-0.2694,1208,all
FABP1,-0.0498,1208,all
FABP12,0.0655,1208,all
FABP2,0.0341,1208,all
FABP3,-0.0181,1208,all
FABP4,0.0685,1208,all
FABP6,0.1101,1208,all
FABP7,0.0479,1208,all
FADD,-0.2851,1208,all
FADS1,-0.0197,1208,all
FADS2,-0.0841,1208,all
FADS3,-0.0457,1208,all
FADS6,-0.0943,1208,all
FAF1,-0.0986,1208,all
FAF2,-0.6134,1208,all
FAH,0.002,1208,all
FAHD1,-0.007,1208,all
FAHD2A,-0.3755,1208,all
FAHD2B,-0.2172,1165,all
FAIM,-0.1653,1208,all
FAIM2,0.017,1208,all
FAM107A,-0.094,1208,all
FAM107B,0.1393,1208,all
FAM110A,0.1129,1208,all
FAM110B,-0.0364,1208,all
FAM110C,-0.0199,1208,all
FAM110D,-0.1541,1208,all
FAM111A,0.0484,1208,all
FAM111B,0.0042,1208,all
FAM114A1,0.007,1208,all
FAM114A2,0.015,1208,all
FAM117A,-0.17,1208,all
FAM117B,-0.0926,1208,all
FAM118A,0.0782,1208,all
FAM118B,0.0692,1208,all
FAM120A,-0.2182,1208,all
FAM120AOS,-0.0382,1165,all
FAM120B,0.0999,1208,all
FAM120C,-0.0012,1208,all
FAM124A,-0.0142,1208,all
FAM124B,-0.0176,1208,all
FAM131A,-0.0267,1208,all
FAM131B,0.0404,1208,all
FAM131C,-0.1421,1208,all
FAM133A,0.038,1208,all
FAM133B,-1.1551,1208,all
FAM135A,0.048,1208,all
FAM135B,-0.1045,1208,all
FAM136A,-0.5849,1208,all
FAM13A,0.0613,1208,all
FAM13B,0.0004,1208,all
FAM13C,0.0413,1208,all
FAM149A,0.0858,1208,all
FAM149B1,0.0291,1208,all
FAM151A,-0.0465,1208,all
FAM151B,0.0128,1208,all
FAM153A,0.0171,1208,all
FAM161A,-0.087,1208,all
FAM161B,-0.107,1208,all
FAM162A,-0.0793,1208,all
FAM162B,-0.0636,1208,all
FAM163A,0.0259,1208,all
FAM163B,0.0454,1208,all
FAM167A,-0.0104,1208,all
FAM167B,-0.0421,1208,all
FAM168A,-0.1446,1208,all
FAM168B,-0.0419,1208,all
FAM169A,-0.072,1208,all
FAM170A,-0.0014,1208,all
FAM170B,0.0658,1208,all
FAM171A1,0.0389,1208,all
FAM171A2,-0.1697,1208,all
FAM171B,-0.1085,1208,all
FAM174A,-0.003,1208,all
FAM174B,0.0547,1208,all
FAM174C,-0.119,1208,all
FAM177A1,-0.1038,1208,all
FAM177B,-0.0255,1208,all
FAM178B,-0.0715,1208,all
FAM180A,0.0498,1208,all
FAM180B,-0.1475,77,all
FAM181A,-0.1043,1208,all
FAM181B,0.1052,1208,all
FAM184A,0.051,1208,all
FAM184B,0.1971,1208,all
FAM185A,-0.2059,1208,all
FAM186A,-0.1803,1208,all
FAM186B,-0.0432,1208,all
FAM187A,-0.0057,70,all
FAM187B,-0.0301,1208,all
FAM193A,0.0417,1208,all
FAM193B,-0.0807,1208,all
FAM199X,0.0809,1208,all
FAM200A,-0.0719,1208,all
FAM200B,-0.1304,1208,all
FAM200C,0.0,1208,all
FAM204A,-0.1152,1208,all
FAM209A,0.0423,1208,all
FAM209B,-0.0257,1208,all
FAM20A,-0.081,1208,all
FAM20B,-0.0772,1208,all
FAM20C,-0.0125,1208,all
FAM210A,-0.3596,1208,all
FAM210B,0.0766,1208,all
FAM216A,0.003,1208,all
FAM216B,0.1072,1208,all
FAM217A,0.0919,1208,all
FAM217B,0.0369,1208,all
FAM219A,-0.2792,1208,all
FAM219B,-0.0092,1208,all
FAM220A,-0.1157,1208,all
FAM221A,0.0598,1208,all
FAM221B,0.0037,1208,all
FAM222A,-0.0462,1208,all
FAM222B,-0.1791,1208,all
FAM227A,-0.0619,77,all
FAM227B,0.0012,1208,all
FAM228A,-0.022,1208,all
FAM228B,0.1417,77,all
FAM229A,-0.3249,1208,all
FAM229B,0.0411,1208,all
FAM234A,0.0121,1208,all
FAM234B,-0.048,1208,all
FAM237A,0.3675,74,all
FAM240A,0.1739,74,all
FAM241A,0.0615,1208,all
FAM241B,0.1101,1208,all
FAM24A,0.0685,1208,all
FAM24B,0.0905,1208,all
FAM25A,-0.2457,1165,all
FAM32A,-0.6723,1208,all
FAM3A,0.0593,1208,all
FAM3B,0.1075,1208,all
FAM3C,0.176,1208,all
FAM3D,0.0337,1208,all
FAM43A,0.0493,1208,all
FAM43B,0.0399,1208,all
FAM47A,0.0848,1208,all
FAM47B,0.1087,1208,all
FAM47C,0.0034,1208,all
FAM47E,0.0198,1208,all
FAM50A,-0.6946,1208,all
FAM50B,0.1,1208,all
FAM53A,-0.0724,1208,all
FAM53B,-0.0036,1208,all
FAM53C,-0.0861,1208,all
FAM76A,-0.0661,1208,all
FAM76B,-0.0748,1208,all
FAM78A,-0.034,1208,all
FAM78B,-0.0037,1208,all
FAM81A,0.0363,1208,all
FAM81B,0.0148,1208,all
FAM83A,-0.0605,1208,all
FAM83B,0.1017,1208,all
FAM83C,-0.2465,1208,all
FAM83D,-0.1095,1208,all
FAM83E,-0.2341,1208,all
FAM83F,0.1098,1208,all
FAM83G,-0.0323,1208,all
FAM83H,-0.0925,1208,all
FAM86B2,-0.0198,1047,all
FAM89A,0.0457,1208,all
FAM89B,-0.2216,1208,all
FAM8A1,-0.0235,1208,all
FAM90A1,0.0845,383,all
FAM91A1,-0.1994,1208,all
FAM98A,-0.002,1208,all
FAM98B,-0.3789,1208,all
FAM98C,-0.1733,1208,all
FAM9A,-0.0326,1208,all
FAM9B,0.1112,1208,all
FAM9C,0.0923,1208,all
FAN1,-0.0067,1208,all
FANCA,-0.2588,1208,all
FANCB,0.1284,1208,all
FANCC,-0.1995,1208,all
FANCD2,-0.2813,1208,all
FANCD2OS,0.0759,1208,all
FANCE,-0.2019,1208,all
FANCF,-0.2975,1208,all
FANCG,-0.0905,1208,all
FANCI,-0.2994,1208,all
FANCL,-0.2603,1208,all
FANCM,-0.4203,1208,all
FANK1,0.0113,1208,all
FAP,-0.0028,1208,all
FAR1,-0.0179,1208,all
FAR2,-0.1966,1208,all
FARP1,0.0565,1208,all
FARP2,0.0783,1208,all
FARS2,-0.5559,1208,all
FARSA,-0.891,1208,all
FARSB,-2.429,1208,all
FAS,-0.1271,1208,all
FASLG,0.0219,1208,all
FASN,-0.3008,1208,all
FASTK,0.0434,1208,all
FASTKD1,-0.0305,1208,all
FASTKD2,0.083,1208,all
FASTKD3,0.0368,1208,all
FASTKD5,-0.3579,1208,all
FAT1,0.0704,1208,all
FAT2,0.0574,1208,all
FAT3,0.1029,77,all
FAT4,-0.0369,1208,all
FATE1,0.0507,1208,all
FAU,-3.0022,1208,all
FAXC,-0.0304,1208,all
FAXDC2,0.0963,1208,all
FBF1,-0.0656,1208,all
FBH1,0.0023,1208,all
FBL,-1.2876,1208,all
FBLIM1,-0.4739,1208,all
FBLL1,0.1225,73,all
FBLN1,-0.0193,1208,all
FBLN2,0.0342,1208,all
FBLN5,0.0205,1208,all
FBLN7,-0.0957,1208,all
FBN1,0.0271,1208,all
FBN2,0.0442,1208,all
FBN3,-0.1675,1208,all
FBP1,-0.1064,1208,all
FBP2,-0.0806,1208,all
FBRS,-0.1364,77,all
FBRSL1,-0.0299,1208,all
FBXL12,-0.1056,1208,all
FBXL13,0.0326,1208,all
FBXL14,-0.0145,1208,all
FBXL15,-0.0775,1208,all
FBXL16,-0.0486,1208,all
FBXL17,-0.0045,1208,all
FBXL18,-0.1486,1208,all
FBXL19,-0.0953,1208,all
FBXL2,-0.0294,1208,all
FBXL20,-0.0012,1208,all
FBXL22,-0.0243,1208,all
FBXL3,-0.0187,1208,all
FBXL4,-0.0233,1208,all
FBXL5,0.0121,1208,all
FBXL6,-0.2008,1208,all
FBXL7,0.0801,1208,all
FBXL8,-0.0726,1208,all
FBXO10,0.0264,1208,all
FBXO11,-0.1959,1208,all
FBXO15,0.0628,1208,all
FBXO16,0.1165,1208,all
FBXO17,0.0164,1208,all
FBXO2,-0.0051,1208,all
FBXO21,-0.1195,1208,all
FBXO22,-0.1116,1208,all
FBXO24,0.0094,1208,all
FBXO25,0.0129,1208,all
FBXO27,0.0946,1208,all
FBXO28,-0.2112,1208,all
FBXO3,-0.1298,1208,all
FBXO30,0.1248,1208,all
FBXO31,-0.0035,1208,all
FBXO32,0.1169,1208,all
FBXO33,-0.0525,1208,all
FBXO34,0.0225,1208,all
FBXO36,-0.1569,1208,all
FBXO38,0.0589,1208,all
FBXO39,0.046,1208,all
FBXO4,-0.004,1208,all
FBXO40,-0.0165,1208,all
FBXO41,-0.1467,1208,all
FBXO42,-0.1586,1208,all
FBXO43,-0.1115,1208,all
FBXO44,-0.0474,1208,all
FBXO45,0.0384,1208,all
FBXO46,-0.0189,1208,all
FBXO47,-0.1347,1208,all
FBXO48,-0.0165,1208,all
FBXO5,-1.2077,1208,all
FBXO6,-0.0147,1208,all
FBXO7,-0.1455,1208,all
FBXO8,0.1547,1208,all
FBXO9,-0.1165,1208,all
FBXW10,0.0478,1165,all
FBXW10B,-0.0795,1047,all
FBXW11,-0.4789,1208,all
FBXW12,-0.1813,1208,all
FBXW2,0.0411,1208,all
FBXW4,-0.0774,1208,all
FBXW5,-0.0353,1208,all
FBXW7,-0.0055,1208,all
FBXW8,-0.0232,1208,all
FBXW9,-0.1405,1208,all
FCAMR,0.0329,1208,all
FCAR,0.137,1208,all
FCER1A,-0.0019,1208,all
FCER1G,-0.0141,1208,all
FCER2,0.0156,1208,all
FCF1,-1.4815,1208,all
FCGR1A,-0.7679,380,all
FCGR2A,-0.0048,1208,all
FCGR2B,-0.1924,1208,all
FCGR3A,0.1087,1165,all
FCGR3B,0.1943,1047,all
FCGRT,0.0324,1208,all
FCHO1,-0.1499,1208,all
FCHO2,-0.1558,1208,all
FCHSD1,0.0505,1208,all
FCHSD2,-0.0445,1208,all
FCMR,-0.0447,1208,all
FCN1,0.0553,1208,all
FCN2,-0.1114,1208,all
FCN3,0.0532,1208,all
FCRL1,0.0253,1208,all
FCRL2,0.0567,1208,all
FCRL3,-0.0792,1208,all
FCRL4,-0.0936,1208,all
FCRL5,0.0219,1208,all
FCRL6,-0.0514,1208,all
FCRLA,0.1408,1208,all
FCRLB,0.0058,1208,all
FCSK,0.0259,1208,all
FDCSP,0.0434,1208,all
FDFT1,-0.1686,1208,all
FDPS,-0.8028,1208,all
FDX1,-0.3224,1208,all
FDX2,-0.6022,1208,all
FDXACB1,0.0076,1208,all
FDXR,-0.7078,1208,all
FECH,-0.4887,1208,all
FEM1A,-0.1942,1208,all
FEM1B,-0.1226,1208,all
FEM1C,-0.0858,1208,all
FEN1,-0.9841,1208,all
FER,0.0013,1208,all
FER1L5,-0.1977,74,all
FER1L6,0.0452,1208,all
FERD3L,0.0081,1208,all
FERMT1,-0.0897,1208,all
FERMT2,-0.6896,1208,all
FERMT3,-0.1732,1208,all
FERRY3,0.0582,1208,all
FES,-0.0625,1208,all
FETUB,-0.1093,1208,all
FEV,-0.0609,1208,all
FEZ1,0.102,1208,all
FEZ2,0.0522,1208,all
FEZF1,0.1123,1208,all
FEZF2,-0.0264,1208,all
FFAR1,-0.0425,1208,all
FFAR2,-0.2181,1208,all
FFAR4,-0.0927,1208,all
FGA,0.0054,1208,all
FGB,0.1408,1208,all
FGD1,0.0162,1208,all
FGD2,-0.0722,1208,all
FGD3,0.0077,1208,all
FGD4,-0.0238,1208,all
FGD5,-0.1539,1208,all
FGD6,-0.115,1208,all
FGF1,-0.0126,1208,all
FGF10,0.0553,1208,all
FGF11,-0.0782,1208,all
FGF12,0.0829,1208,all
FGF13,-0.0001,1208,all
FGF14,0.0211,1208,all
FGF16,0.1665,74,all
FGF17,0.0825,1208,all
FGF18,0.0764,1208,all
FGF19,-0.0738,1208,all
FGF2,0.0579,1208,all
FGF20,-0.0003,1208,all
FGF21,-0.0627,1208,all
FGF22,0.0611,1208,all
FGF23,0.082,1208,all
FGF3,0.0117,1208,all
FGF4,0.0312,1208,all
FGF5,-0.0123,1208,all
FGF6,-0.0486,1208,all
FGF7,0.0562,1165,all
FGF8,0.0131,1208,all
FGF9,0.0179,1208,all
FGFBP1,0.1091,1208,all
FGFBP2,0.083,1208,all
FGFBP3,-0.1062,1208,all
FGFR1,-0.1842,1208,all
FGFR1OP2,-0.3161,1208,all
FGFR2,-0.0681,1208,all
FGFR3,0.0459,1208,all
FGFR4,-0.0034,1208,all
FGFRL1,0.024,1208,all
FGG,-0.1222,1208,all
FGGY,0.121,1208,all
FGL1,0.0161,1208,all
FGL2,-0.0156,1208,all
FGR,-0.0285,1208,all
FH,-0.2885,1208,all
FHAD1,0.0957,77,all
FHDC1,0.0968,1208,all
FHIP1A,0.0654,1208,all
FHIP1B,0.1476,1208,all
FHIP2A,0.0604,1208,all
FHIP2B,0.0089,1208,all
FHIT,0.0269,1208,all
FHL1,0.1168,1208,all
FHL2,-0.0074,1208,all
FHL3,0.0201,1208,all
FHL5,0.1039,1208,all
FHOD1,0.0248,1208,all
FHOD3,0.0542,1208,all
FIBCD1,-0.0909,1208,all
FIBIN,-0.1019,1208,all
FIBP,-0.0765,1208,all
FICD,-0.0509,1208,all
FIG4,-0.1457,1208,all
FIGLA,-0.1023,1208,all
FIGN,0.0817,1208,all
FIGNL1,-0.0992,1208,all
FIGNL2,0.0743,74,all
FILIP1,0.0091,1208,all
FILIP1L,0.037,1208,all
FIP1L1,-0.8987,1208,all
FIRRM,-0.0682,1208,all
FIS1,-0.3835,1208,all
FITM1,-0.0427,1208,all
FITM2,-0.0317,1208,all
FIZ1,0.0173,1208,all
FJX1,-0.0486,1208,all
FKBP10,-0.1219,1208,all
FKBP11,-0.0381,1208,all
FKBP14,0.1013,1208,all
FKBP15,0.0426,1208,all
FKBP1A,-0.3323,1047,all
FKBP1B,0.2021,1208,all
FKBP2,-0.0547,1208,all
FKBP3,0.0319,1208,all
FKBP4,-0.0639,1208,all
FKBP5,0.0334,1208,all
FKBP6,0.2984,383,all
FKBP7,0.0111,1208,all
FKBP8,-0.2343,1208,all
FKBP9,-0.0942,1208,all
FKBPL,-0.1187,1208,all
FKRP,-0.0075,1208,all
FKTN,0.0243,1208,all
FLACC1,0.0119,1208,all
FLAD1,-0.0598,1208,all
FLCN,-0.1583,1208,all
FLG,0.0749,1208,all
FLG2,-0.0235,1208,all
FLI1,-0.0869,1208,all
FLII,-0.4022,1208,all
FLNA,0.0553,1208,all
FLNB,-0.0597,1208,all
FLNC,-0.0929,1208,all
FLOT1,-0.1655,1208,all
FLOT2,-0.1191,1208,all
FLRT1,-0.127,1208,all
FLRT2,0.1047,1208,all
FLRT3,0.1344,1208,all
FLT1,0.0274,1208,all
FLT3,-0.1466,1208,all
FLT3LG,-0.1119,1208,all
FLT4,0.0236,1208,all
FLVCR1,-0.025,1208,all
FLVCR2,-0.023,1208,all
FLYWCH1,-0.1298,1208,all
FLYWCH2,-0.1124,1208,all
FMC1,-0.038,1208,all
FMN1,0.0777,1208,all
FMN2,0.0396,1208,all
FMNL1,-0.2142,1208,all
FMNL2,0.0866,1208,all
FMNL3,-0.0346,1208,all
FMO1,-0.2222,1208,all
FMO2,0.0709,1208,all
FMO3,0.0324,1208,all
FMO4,0.0364,1208,all
FMO5,0.0081,1208,all
FMOD,0.122,1208,all
FMR1,0.0866,1208,all
FMR1NB,0.0325,1208,all
FN1,0.0481,1208,all
FN3K,-0.0322,1208,all
FN3KRP,-0.0083,1208,all
FNBP1,-0.0702,1208,all
FNBP1L,0.0197,1208,all
FNBP4,-0.5623,1208,all
FNDC1,-0.0226,1208,all
FNDC10,-0.1801,1208,all
FNDC11,-0.0582,1208,all
FNDC3A,0.0173,1208,all
FNDC3B,-0.0418,1208,all
FNDC4,0.0145,1208,all
FNDC5,-0.0312,1208,all
FNDC7,-0.1183,1208,all
FNDC8,-0.0708,1208,all
FNDC9,0.0182,1208,all
FNIP1,-0.0222,1208,all
FNIP2,-0.02,1208,all
FNTA,-0.8371,1208,all
FNTB,-0.962,1208,all
FOCAD,0.046,1208,all
FOLH1,-0.1715,1208,all
FOLR1,0.013,1208,all
FOLR2,0.036,383,all
FOLR3,0.0076,77,all
FOS,-0.0625,1208,all
FOSB,-0.1263,1208,all
FOSL1,-0.3612,1208,all
FOSL2,-0.1727,1208,all
FOXA1,-0.17,1208,all
FOXA2,-0.1228,1208,all
FOXA3,-0.049,1208,all
FOXB1,0.0582,1208,all
FOXB2,-0.037,1208,all
FOXC1,0.039,1208,all
FOXC2,-0.1889,1208,all
FOXD1,0.2085,77,all
FOXD2,-0.0428,1208,all
FOXD3,-0.0744,1208,all
FOXD4,-0.9184,1165,all
FOXD4L5,-0.0742,1047,all
FOXE1,-0.0295,1208,all
FOXE3,-0.0044,1208,all
FOXF1,0.0132,1208,all
FOXF2,0.0645,1208,all
FOXG1,-0.0443,1208,all
FOXH1,-0.0295,1208,all
FOXI1,0.1412,1208,all
FOXI2,0.0213,1208,all
FOXI3,0.0921,74,all
FOXJ1,-0.0126,1208,all
FOXJ2,-0.0693,1208,all
FOXJ3,-0.0653,1208,all
FOXK1,-0.2417,1208,all
FOXK2,-0.0002,1208,all
FOXL1,0.0079,1208,all
FOXL2,-0.2473,1208,all
FOXL2NB,-0.0279,1208,all
FOXL3,0.1725,74,all
FOXM1,-0.2841,1208,all
FOXN1,-0.1701,1208,all
FOXN2,-0.0272,1208,all
FOXN3,-0.0086,1208,all
FOXN4,-0.1832,1208,all
FOXO1,-0.1071,1208,all
FOXO3,-0.3407,1090,all
FOXO3B,-0.1846,1165,all
FOXO4,-0.0412,1208,all
FOXP1,0.0264,1208,all
FOXP2,-0.0018,1208,all
FOXP3,0.0868,1208,all
FOXP4,-0.0546,1208,all
FOXQ1,0.0961,1208,all
FOXR1,0.026,1208,all
FOXR2,0.0362,1208,all
FOXRED1,-0.2439,1208,all
FOXRED2,-0.1445,1208,all
FOXS1,-0.0836,1208,all
FPGS,-0.564,1208,all
FPGT,0.0027,1208,all
FPR1,0.0992,1208,all
FPR2,0.049,1208,all
FPR3,0.0431,1208,all
FRA10AC1,0.0273,1208,all
FRAS1,0.106,1208,all
FRAT1,-0.1081,1208,all
FRAT2,-0.1757,1208,all
FREM1,0.0372,1208,all
FREM2,-0.0267,1208,all
FREM3,-0.0756,1208,all
FREY1,-0.0631,1208,all
FRG1,-0.2407,1165,all
FRG2B,-0.1362,1047,all
FRG2C,-0.2597,1090,all
FRK,0.001,1208,all
FRMD1,0.073,1208,all
FRMD3,0.1408,1208,all
FRMD4A,0.048,1208,all
FRMD4B,0.0214,1208,all
FRMD5,-0.0611,1208,all
FRMD6,0.0169,1208,all
FRMD7,-0.011,1208,all
FRMD8,0.0713,1208,all
FRMPD1,-0.0553,1208,all
FRMPD2,-0.0213,1208,all
FRMPD3,-0.0221,74,all
FRMPD4,0.0529,1208,all
FRRS1,-0.0623,383,all
FRRS1L,0.0313,1208,all
FRS2,-0.0956,1208,all
FRS3,-0.172,1208,all
FRY,-0.0019,1208,all
FRYL,0.103,1208,all
FRZB,-0.0455,1208,all
FSAF1,-0.6504,1208,all
FSBP,0.019,1208,all
FSCB,-0.0302,1208,all
FSCN1,-0.1276,1208,all
FSCN2,-0.1988,1208,all
FSCN3,0.0108,1208,all
FSD1,-0.0126,1208,all
FSD1L,0.0515,1208,all
FSD2,0.0476,1208,all
FSHB,0.1863,1208,all
FSHR,0.0609,1208,all
FSIP1,0.029,1208,all
FSIP2,-0.0525,1208,all
FST,-0.0456,1208,all
FSTL1,0.0458,1208,all
FSTL3,0.0841,1208,all
FSTL4,0.017,1208,all
FSTL5,0.0438,1208,all
FTCD,-0.1749,1208,all
FTCDNL1,0.1141,73,all
FTH1,-0.5234,1047,all
FTHL17,-0.0359,1208,all
FTL,0.0121,1208,all
FTMT,-0.0847,1208,all
FTO,-0.0082,1208,all
FTSJ1,-0.0132,1208,all
FTSJ3,-0.775,1208,all
FUBP1,-0.192,1208,all
FUBP3,0.0858,1208,all
FUCA1,-0.1058,1208,all
FUCA2,-0.0186,1208,all
FUNDC1,0.0241,1208,all
FUNDC2,-0.0293,1208,all
FUOM,0.0423,1208,all
FURIN,-0.2127,1208,all
FUS,-0.0594,1208,all
FUT1,-0.0772,1208,all
FUT10,0.0432,1208,all
FUT11,-0.16,1208,all
FUT2,-0.1495,1208,all
FUT3,-0.0153,1208,all
FUT4,-0.1162,1208,all
FUT5,-0.072,1208,all
FUT6,-0.0321,1208,all
FUT7,-0.0202,1208,all
FUT8,0.1126,1208,all
FUT9,0.1106,1208,all
FUZ,-0.003,1208,all
FXN,-0.6224,1208,all
FXR1,0.0061,1208,all
FXR2,0.0124,1208,all
FXYD1,-0.0734,1208,all
FXYD2,0.034,1208,all
FXYD3,-0.0175,1208,all
FXYD4,0.0139,1208,all
FXYD5,-0.0125,1208,all
FXYD6,0.0838,1208,all
FXYD7,0.0557,1208,all
FYB1,0.0864,1208,all
FYB2,-0.0083,1208,all
FYCO1,-0.0071,1208,all
FYN,0.0207,1208,all
FYTTD1,-0.0455,1208,all
FZD1,0.0061,1208,all
FZD10,0.0567,1208,all
FZD2,-0.0602,1208,all
FZD3,-0.0114,1208,all
FZD4,0.0716,1208,all
FZD5,-0.128,1208,all
FZD6,0.1289,1208,all
FZD7,0.0805,1208,all
FZD8,-0.0252,1208,all
FZD9,-0.0934,1208,all
FZR1,-0.1866,1208,all
G0S2,0.055,1165,all
G2E3,-0.0192,1208,all
G3BP1,-0.06,1208,all
G3BP2,-0.066,1208,all
G6PC1,-0.1348,1208,all
G6PC2,0.0276,1208,all
G6PC3,-0.0437,1208,all
G6PD,-0.1448,1208,all
GAA,-0.0531,1208,all
GAB1,-0.1562,1208,all
GAB2,-0.1957,1208,all
GAB3,0.0756,1208,all
GAB4,-0.1818,1208,all
GABARAP,-0.1591,1208,all
GABARAPL1,0.028,1208,all
GABARAPL2,0.0304,1208,all
GABBR1,-0.0318,1208,all
GABBR2,-0.0126,1208,all
GABPA,-0.7034,1208,all
GABPB1,-0.4735,1208,all
GABPB2,-0.2603,1208,all
GABRA1,0.0893,1208,all
GABRA2,0.0392,1208,all
GABRA3,0.2756,1208,all
GABRA4,0.0127,1208,all
GABRA5,-0.0978,1208,all
GABRA6,0.0379,1208,all
GABRB1,0.0427,1208,all
GABRB2,0.0126,1208,all
GABRB3,-0.0089,1208,all
GABRD,-0.0642,1208,all
GABRE,0.1356,1208,all
GABRG1,0.1009,1208,all
GABRG2,0.1036,1208,all
GABRG3,0.1097,1208,all
GABRP,0.0293,1208,all
GABRQ,0.0495,1208,all
GABRR1,0.0158,1208,all
GABRR2,0.04,1208,all
GABRR3,0.3719,74,all
GAD1,-0.0735,1208,all
GAD2,0.1788,1208,all
GADD45A,0.086,1208,all
GADD45B,-0.0692,1208,all
GADD45G,-0.0302,1208,all
GADD45GIP1,-0.2541,1208,all
GADL1,0.1142,1208,all
GAGE12H,-0.0781,1046,all
GAK,-0.4482,1208,all
GAL,-0.1536,1208,all
GAL3ST1,-0.0647,1208,all
GAL3ST2,-0.0145,1208,all
GAL3ST3,-0.0013,1208,all
GAL3ST4,-0.1821,1208,all
GALC,-0.0628,1208,all
GALE,-0.1985,1208,all
GALK1,-0.1527,1208,all
GALK2,-0.0902,1208,all
GALM,-0.0391,1208,all
GALNS,0.011,1208,all
GALNT1,0.0348,1208,all
GALNT10,0.0019,1208,all
GALNT11,0.0797,1208,all
GALNT12,-0.0323,1208,all
GALNT13,0.103,1208,all
GALNT14,-0.0115,1208,all
GALNT15,0.018,1208,all
GALNT16,-0.0733,1208,all
GALNT17,0.0548,1208,all
GALNT18,-0.0017,1208,all
GALNT2,-0.0477,1208,all
GALNT3,0.0578,1208,all
GALNT4,-0.0769,1208,all
GALNT5,0.0253,1208,all
GALNT6,-0.0723,1208,all
GALNT7,0.0983,1208,all
GALNT8,0.0364,1208,all
GALNT9,-0.06,1208,all
GALNTL5,-0.0146,1208,all
GALNTL6,0.0008,1208,all
GALP,-0.291,1208,all
GALR1,0.0929,1208,all
GALR2,-0.0122,1208,all
GALR3,0.0213,1208,all
GALT,-0.0239,1208,all
GAMT,-0.0923,1208,all
GAN,-0.059,1208,all
GANAB,-0.2323,1208,all
GANC,-0.0021,1208,all
GAP43,0.1658,1208,all
GAPDH,-1.5426,1208,all
GAPDHS,0.0111,1208,all
GAPT,-0.0507,1208,all
GAPVD1,-0.0622,1208,all
GAR1,-0.5468,1208,all
GAREM1,-0.0205,1208,all
GAREM2,-0.0905,1208,all
GARIN1A,-0.105,1208,all
GARIN1B,0.1266,1208,all
GARIN2,0.1438,1208,all
GARIN3,-0.0306,1208,all
GARIN4,-0.0103,1208,all
GARIN5A,0.0846,1208,all
GARIN6,0.0402,1208,all
GARNL3,0.0337,1208,all
GARRE1,-0.0102,1208,all
GARS1,-1.181,1208,all
GART,-0.3848,1208,all
GAS1,-0.1768,1208,all
GAS2,0.0079,1208,all
GAS2L1,0.0869,1208,all
GAS2L2,-0.2599,1208,all
GAS2L3,0.1057,1208,all
GAS6,-0.0846,1208,all
GAS7,-0.0533,1208,all
GAS8,-0.0169,1208,all
GASK1A,-0.063,1208,all
GASK1B,-0.0557,1208,all
GAST,0.0445,1208,all
GATA1,0.0066,1208,all
GATA2,0.0307,1208,all
GATA3,-0.1475,1208,all
GATA4,0.0673,1208,all
GATA5,-0.0306,1208,all
GATA6,0.0285,1208,all
GATAD1,-0.2266,1208,all
GATAD2A,-0.3811,1208,all
GATAD2B,-0.1452,1208,all
